name;competence;willingness
;;;
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.5;0.5
bob;0.55;0.5
bob;0.55;0.5
bob;0.6000000000000001;0.5
bob;0.6000000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
